Name,ID,Is Active,City Insee Code,Address,Zip Code,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
CIDFF HAUTE CORSE,2738,true,2B033,RUE SAINTE THERESE,20600,false,,1,,,,,,,,,,,,
Médiathèque François Mitterrand,2739,true,33004,5 avenue du Dr Gustave Couaillac,33810,false,,1,,,,,,,,,,,,
Maison France Services - Mairie de Saint-Just-le-Martel,2740,true,87156,RUE DE LA MAIRIE,87590,true,Saint-Just-le-Martel,2,,,,,,,,,,,,
Centre SocioCulturel de Nueil-Les-Aubiers,2741,true,79195,8 PL DE LA GIRAINERIE,79250,false,,1,,,,,,,,,,,,
DPT de la Vienne - Territoire 2 MDS Jaunay Marigny et MDSP Loudun,2742,true,86115,RUE EVARISTE GALOIS,86130,false,JAUNAY-MARIGNY,8,2,1,,,,,,,,,1,
Association SEI,2743,true,86139,38 PL DE LA MAIRIE,86600,false,,1,,,,,,,,,,,,
Mairie Annexe de Gençay,2744,true,86235,PLACE DU CHAMP DE FOIRE,86160,false,,0,,,,,,,,,,,,
MAIRIE DE BUXEROLLES,2745,true,86041,12 RUE DE L'HOTEL DE VILLE,86180,false,,2,,,,,,,,,,,,
DPT de la Vienne - Territoire 4 MDS Chauvigny et MDSP Montmorillon,2746,true,86070,7 rue des Entrepreneurs - Zone de Peuron,86300,false,CHAUVIGNY,8,2,1,,,,,,,,1,,
MAISON FRANCE SERVICES NEUVIC,2747,true,19157,1 PLACE DE LA MAIRIE,19160,true,NEUVIC,2,,,,,,,,,,,,
France services itinérant Pays Fort-Sancerrois- Val de Loire,2748,true,18233,41 RUE BASSE DES REMPARTS,18300,true,,1,,,,,,,,,,,,
France Services de Montsalvy,2749,true,15134,Rue du Tour de ville,15120,true,,1,,,,,,,,,,,,
Centre Communal d'Action Sociale de Tours,2750,true,37261,2 ALL DES AULNES,37000,false,,11,1,,,,,,,,,,,
Centre Communal d'Action Sociale de Chartres,2751,true,28085,32 BD CHASLES,28000,false,,9,,,,,,,,,,,,
Communauté de Communes Bléré - Val de Cher,2752,true,37027,39 rue Léon Gambetta,37150,false,,4,,,,,,,,,,,,
A DOMICILE SOINS ET SERVICES RAMBERTOIS,2753,true,26325,1 impasse des Claires,26140,false,,1,9,,,,,,,,,,,
LA POSTE DES OLLIERES,2754,true,07167,LE BAS PRANLES,07360,false,,2,,,,,,,,,,,,
L’Espace Numérique Publique - Andrézieux-Bouthéon,2755,true,42005,9 rue Alexander Fleming,42160,false,Andrézieux-Bouthéon,4,,,,,,,,,,,,
Centre d'hébergement Equalis Meaux,2756,true,77284,immeuble le Mont thabor,77100,false,,1,,,,,,,,,,,,
CHS de la Savoie,2759,true,73031,89 AV DE BASSENS,73000,false,BASSENS,19,4,13,5,,2,,,1,2,,1,2
Résidence sociale La Mélitte,2760,true,74010,2 allée des abeilles,74940,false,,1,,,,,,,,,,,,
Espace France Services du Pays de Gex,2761,true,01173,"135 RUE DE GENEVE

Autre adresse :
167 rue de geneve",01170,true,Gex,5,36,56,1,,16,,,4,15,,15,5
La maison de Solange,2762,true,97209,17 RUE LAMARTINE,97200,false,,3,1,,,,,,,,,,,
Mission Locale du Centre de la Martinique,2763,true,97209,14 RUE PIERRE ET MARIE CURIE,97200,false,,1,,,,,,,,,,,,
MJC centre social du Pays de l'Herbasse,2764,true,26301,1242 AV AVENUE DU GENERAL DE GAULLE,26260,false,,5,1,1,1,,,,,,,,,
CCAS de Seilh,2765,true,31541,1 PL ROALDES DU BOURG,31840,false,,1,4,23,2,,1,,,1,10,4,2,3
France services Marvejols,2766,true,48092,6 rue Victor Cordesse,48100,true,,3,,,,,,,,,,,,
Association Construire La Pluriactivité - GIPE,2767,true,65471,VIEUX VILLAGE B,65170,false,,4,1,13,3,,3,,,,4,,3,
France Services Terres du Lauragais,2768,true,31396,4 avenue de Saint-Léon,31560,true,Nailloux,4,14,39,10,,,,,2,1,,25,1
GIP Habitat - Service AGHIL,2769,true,93048,3 rue Franklin,93100,false,Montreuil,13,83,360,63,3,46,,,,7,,8,233
Conseil Départemental du Val de Marne,2770,true,94028,21 AV DU GENERAL DE GAULLE,94000,false,,2,23,,,,,,,,,,,
Service d'Accompagnement à la Vie Sociale,2771,true,73105,61 RUE DU CANAL,73360,false,,2,3,66,5,,2,,,,54,,5,
COMMUNE DE BAGE-DOMMARTIN,2772,true,01026,130 RUE DE LA MAIRIE,01380,false,,1,1,,,,,,,,,,,
Les Jardins d'Arlette,2773,true,14258,RUE FARADAY,14700,false,,1,,,,,,,,,,,,
Maison France Services Côtière,2774,true,01262,485 RUE DES VALETS,01120,true,,2,,,,,,,,,,,,
MJC Centre Sociale de la Roche sur Foron,2775,true,74224,287 AV JEAN JAURES,74800,false,,1,,,,,,,,,,,,
Centre Communale d'Action Sociale de la ville de Chelles,2776,true,77108,Parc du souvenir Emile Fouchard,77500,false,Chelles,2,,,,,,,,,,,,
Espace Public Numérique - Centre socioculturel,2777,true,14258,1 rue des Prémontrés,14700,false,,2,,,,,,,,,,,,
FRANCE SERVICES LOUVRES,2778,true,95351,7 PLACE DE LA GARE,95380,true,,1,,,,,,,,,,,,
Maison des solidarités départementales de SAINT AFFRIQUE,2779,true,12208,2 Avenue du Caylus,12400,false,,1,6,33,,,,,,,33,,,
Maison Départementales des Solidarités de DECAZEVILLE,2780,true,12004,1 Bis rue Emile NEGRE,12300,false,,1,1,,,,,,,,,,,
Maison Départementales des Solidarités de VILLEFRANCHE DE ROUERGUE,2781,true,12300,11 Rue BORELLI,12200,false,,5,3,6,,5,,,,1,,,,
Maison des Solidarités Départementales d'ESPALION,2782,true,12096,Immeuble Le compostelle Espace BESSIERE,12500,false,,4,13,50,11,3,16,,,1,10,2,5,2
France Terre d'Asile,2783,true,32013,3 QUAI DES MARRONNIERS,32000,false,,0,,,,,,,,,,,,
Centre communal d'Action Sociale de Clermont l'Hérault,2784,true,34079,PL AUGUSTE GINOUVES,34800,false,,5,6,10,4,,,,,3,1,1,,1
CCAS de Mondonville,2785,true,31069,15 AV DE LA REPUBLIQUE,31700,false,,3,12,42,,2,16,,,,14,,8,2
Mairie de Borderes sur l'Echez - France Services,2786,true,65100,PL JEAN JAURES,65320,true,BORDERES SUR L'ECHEZ,4,45,6,,,,,,,,4,2,
MAIRIE DE PINS-JUSTARET,2787,true,31248,PL DU CHATEAU,31860,false,,2,2,,,,,,,,,,,
ISCAP,2788,true,34161,27 BD PASTEUR,34310,false,,1,,,,,,,,,,,,
France Services Massegros Causses Gorges,2789,true,48094,Place du village,48500,true,MASSEGROS CAUSSES GORGES,2,,,,,,,,,,,,
CCAS DE PIBRAC,2791,true,31417,Esplanade Ste Germaine,31820,false,,2,11,96,9,,56,,,3,19,,9,
Centre Communal Action Sociale,2792,true,80489,47 RUE ANATOLE FRANCE,80330,false,,1,1,,,,,,,,,,,
Espace France Services La Poste Mers-les-Bains,2793,true,80533,1 avenue du 18 juin 1940,80350,true,,1,,,,,,,,,,,,
Centre social Le Parc,2794,true,59286,2 Rue de Paris,59320,false,,3,,,,,,,,,,,,
CCAS de BRAY-DUNES,2795,true,59107,341 AV DU GEN DE GAULLE,59123,false,,4,33,154,3,,3,,,10,1,1,132,4
Centre Social La Passerelle CAUDRY,2796,true,59139,Rue Camille Desmoulins,59540,false,CAUDRY,5,2,,,,,,,,,,,
CCAS ABBEVILLE,2797,true,80001,6 RUE DU CHAMP DE MARS,80100,false,,9,1,1,,,,,,,1,,,
Réseau Solidarité 2.0 Saint-Quentin,2798,true,02691,1 PL DE L HOTEL DE VILLE,02100,false,,8,12,24,4,,2,,,1,,6,10,1
Espace France Services La Poste Oisemont,2799,true,80354,6 rue du General de Gaulle,80140,true,,0,,,,,,,,,,,,
Espace France Services La Poste Roye,2800,true,80685,Place de la République,80700,true,,0,,,,,,,,,,,,
ESPACE FRANCE SERVICES EPERLECQUES,2801,true,62592,LA PLACE,62910,true,,3,3,17,,,,,,7,,,10,
CENTRE SOCIAL DU CENTRE VILLE,2802,true,59122,9 quai St Lazare,59400,false,Cambrai,4,,,,,,,,,,,,
CCAS Jeumont,2803,true,59324,Centre administratif - Boulevard de Lessine - 2ème étage,59460,false,,7,,,,,,,,,,,,
CCAS de Lille,2804,true,59350,PL AUGUSTIN LAURENT,59000,false,Lille,6,5,15,2,,2,,,,2,,7,2
FOYER CULTUREL ET SOCIAL JACQUES PELLETIER,2806,true,02195,BD DES DANOIS,02220,false,,1,1,1,,,,,,,1,,,
Ressourcerie L'Anthurium,2807,true,60025,43 RUE MARILLAC,60350,false,,2,,,,,,,,,,,,
CCAS PLAISANCE-DU-TOUCH,2808,true,31424,RUE MAUBEC	31830	PLAISANCE-DU-TOUCH,31830,false,PLAISANCE-DU-TOUCH,6,27,94,2,,38,,,18,33,,2,1
Centre social azimut,2809,true,31483,place de la  libération,31800,false,SAINT-GAUDENS,2,,,,,,,,,,,,
ASSOCIATION DEVELOPPEMENT DES HAUTES CORBIERES,2810,true,11260,RUE DE LA GARE	11330	MOUTHOUMET,11330,false,MOUTHOUMET,12,5,2,,,,,,2,,,,
Maison des services Rezé,2811,true,44143,Place François Mitterrand,44400,false,,0,,,,,,,,,,,,
mairie palau del vidre,2812,true,66133,PL DE LA REPUBLIQUE,66690,false,,0,,,,,,,,,,,,
Ligue de l'enseignement de la Mayenne - FAL53,2813,true,53130,33 ALL DU VIEUX SAINT LOUIS,53000,false,,1,,,,,,,,,,,,
Espace Multimédia,2814,true,72154,Boulevard montréal,72200,false,,2,2,,,,,,,,,,,
Centre d'Accueil Communal + Accueil État Civil,2815,true,72004,RUE DU COLONEL DONALDSON,72540,false,,2,,,,,,,,,,,,
Mission Locale Sarthe et Loir,2816,true,72154,3 RUE NICOLAS APPERT,72200,false,LA FLECHE,3,,,,,,,,,,,,
Centre Social Chemins de Faire,2817,true,29241,4 RUE ALSACE LORRAINE,29140,false,Rosporden,2,,,,,,,,,,,,
Mairie de Saint-Rieul,2818,true,22145,1 RUE DE LA FORGE,22270,false,,1,,,,,,,,,,,,
MJC Maison pour Tous de Kerfeunteun,2819,true,29232,RUE P TEILHARD CHARDIN,29000,false,,1,,,,,,,,,,,,
Médiathèque de SAINT-PERREUX,2820,true,56232,1 RUE DE LA MAIRIE,56350,false,SAINT PERREUX,2,,,,,,,,,,,,
FRANCE SERVICES ALLAIRE,2821,true,56001,10 Place de l'église,56350,true,ALLAIRE,2,,,,,,,,,,,,
Bibliothèque municipale de Dinan,2822,true,22008,20 Rue Waldeck Rousseau,22100,false,,2,,,,,,,,,,,,
L'Inter'Val,2823,true,35169,4 RUE DU CENTRE SOCIAL,35380,false,,1,,,,,,,,,,,,
La Courte Echelle,2824,true,29212,4 RUE ANATOLE LE BRAZ,29280,false,,2,,,,,,,,,,,,
France Services Vie et Boulogne,2825,true,85169,26 rue Georges Clemenceau,85670,true,PALLUAU,2,4,,,,,,,,,,,
Centre Socioculturel Le Verger,2827,true,49099,RUE DU BOIS REGNIER,49300,false,,1,,,,,,,,,,,,
Ménage service,2828,true,49099,1 AV DU MARECHAL FOCH,49300,false,,2,,,,,,,,,,,,
Maison de quartiers Solange Tonini,2829,true,59172,640 RUE BERTHELOT,59220,false,DENAIN,1,,,,,,,,,,,,
France Services Lannemezan,2830,true,65258,1 PL DE LA REPUBLIQUE,65300,true,,3,1,,,,,,,,,,,
France Services Serignan,2832,true,34298,146 AV DE LA PLAGE,34410,true,,6,80,254,41,,5,,,1,22,174,5,6
Médiathèque André MALRAUX,2833,true,34032,Place du 14 juillet,34500,false,BEZIERS,1,,,,,,,,,,,,
MAIRIE DE TREMOUILLES,2834,true,12297,8 RUE DE L'EGLISE DE ST AMANS,12290,false,,1,,,,,,,,,,,,
LA POSTE AUSSILLON,2835,true,81163,RUE JACQUES MAAST,81200,false,,1,,,,,,,,,,,,
MAIRIE DE GINCLA,2836,true,11230,rue de la mairie,11140,false,,1,,,,,,,,,,,,
Mairie de Salvezines,2837,true,11230,13 rue de la carrière,11140,false,,1,,,,,,,,,,,,
AVENIR Nouvelle Maison des Chômeurs,2838,true,31555,115 RUE BONNAT,31400,false,,4,,,,,,,,,,,,
Maison Départementale de Proximité de Saint-Martory,2839,true,31314,4 rue du Pont,31360,false,,0,40,81,14,,4,,,3,22,3,35,
Maison Départementale de Proximité de Montréjeau,2840,true,31390,Hôtel de Lassus - 6 rue du Barry -,31210,false,,1,42,141,23,1,13,,,9,31,2,59,3
CCAS de la Ville de Gravelines,2841,true,59273,RUE DES CLARISSES,59820,false,,9,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES DES LISIERES DE L'OISE,2842,true,60025,4 RUE DES SURCENS,60350,false,,3,6,5,,,,,,1,1,,3,
GIP ARNIA,2843,true,21231,3 B RUE DE SUZON,21000,false,Dijon,5,1,1,,,,,1,,,,,
centre socioculturel Audrey Bartier,2844,true,62893,42 RUE DU BASTON,62930,false,,2,,,,,,,,,,,,
Maison France Services de Brantome en Perigord,2845,true,24064,1 place du Champs de foire,24310,true,Brantome en Perigord,2,12,17,,,,,,,,15,1,1
Club Micro Saint Pierre,2846,true,40281,40 IMP GEORGES SABDE,40280,false,,2,6,10,,,,,,4,,4,1,1
AFAC24,2847,true,24138,RUE JEAN BOUIN,24660,false,,3,,,,,,,,,,,,
secrétaraiat de mairie de saint-boes,2848,true,64471,209 RTE DE BAIGTS,64300,false,SAINT-BOES,1,,,,,,,,,,,,
Maison des Services Coeur Haute Lande,2849,true,40246,24 PL GAMBETTA,40630,false,,4,7,120,,,,,,4,,8,108,
DPT de la Vienne - Territoire 3 MDS POITIERS,2850,true,86194,9 rue Guillaume le Troubadour,86000,false,POITIERS,3,,,,,,,,,,,,
DPT de la Vienne - Territoire 1 MDS et MDSP Châtellerault,2851,true,86066,7 allée Victor de Saint Genis,86100,false,CHATELLERAULT,4,,,,,,,,,,,,
MAIRIE DE HINX,2852,true,40202,51 ROUTE DE GAMARDE,40180,false,,4,,,,,,,,,,,,
Seniors Actifs,2853,true,17415,31 rue du Cormier,17100,false,,1,,,,,,,,,,,,
Agence Postale de La Nouaille,2854,true,23079,7 Route de Millevaches,23500,false,,1,,,,,,,,,,,,
communauté de communes vienne et gartempe,2855,true,86170,6 RUE DANIEL CORMIER,86500,false,,5,,,,,,,,,,,,
Centre SocioCulturel Grand Nord,2856,true,79191,1 PL DE STRASBOURG,79000,false,,2,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES DU PAYS DE VILLENEUVE EN ARMAGNAC LANDAIS,2857,true,40331,7 RUE DE LA BIROLE,40190,false,,2,,,,,,,,,,,,
ESPACE INTERCOMMUNAL DES SERVICES,2858,true,72176,28 PLACE NEUVE,72800,false,,2,,,,,,,,,,,,
Commune d'Aigondigné,2859,true,79185,PL DE LA MAIRIE,79370,false,,1,,,,,,,,,,,,
COMMUNE DE COURDEMANCHE,2860,true,72143,9 RUE DU COLLEGE,72150,false,,0,,,,,,,,,,,,
UN-AUTRE-MONDE.COM,2861,true,17306,85 B BD CHAMPLAIN,17200,false,,1,,,,,,,,,,,,
PRISME,2862,true,33019,16 RUE SAINT YVES,33980,false,,2,,,,,,,,,,,,
France Services Rion des Landes,2865,true,64445,26 AV DES LILAS,64000,true,Rion des Landes,1,,,,,,,,,,,,
Ville de Mulhouse,2867,true,68224,2 RUE PIERRE ET MARIE CURIE,68200,false,,13,6,24,1,,1,,,,22,,,
Conseil départemental des Ardennes - Service Orientation et Accompagnement vers l'Emploi,2868,true,08105,2 RUE LUCIEN HUBERT,08000,false,,18,1,1,,,,,,,1,,,
Mairie de Cuvry,2869,true,57146,RUE DES ECOLES,57420,false,,2,,,,,,,,,,,,
CSC LAVOISIER-BRUSTLEIN,2870,true,68224,59 ALL GLUCK,68200,false,,7,,,,,,,,,,,,
mairie de CHATEAU-SALINS,2871,true,57132,RUE DE NANCY,57170,false,,1,,,,,,,,,,,,
Maison France Services - CIREY-SUR-VEZOUZE,2872,true,54129,10 Place Chevandier,54480,true,CIREY-SUR-VEZOUZE,2,2,,,,,,,,,,,
Maison France Services - BADONVILLER,2873,true,54423,1 Avenue du Colonel de la Horie,54540,true,BADONVILLER,4,5,8,2,,1,,,,,,3,2
Espace France services du Bassin de Pompey,2874,true,54430,RUE DES 4 ELEMENTS,54340,true,,3,,,,,,,,,,,,
SOUS-PREFECTURE DE MULHOUSE,2875,true,68224,"2 Pl. du Général de Gaulle,",68100,false,,1,,,,,,,,,,,,
MJC CS NOMADE,2876,true,54547,8 RUE DE NORVEGE,54500,false,,1,,,,,,,,,,,,
Structure France Services de Freyming-Merlebach,2877,true,57240,42 RUE NICOLAS COLSON,57800,true,,3,2,1,,,,,,,1,,,
France Services Lunéville,2878,true,54329,46 rue Ernest Bichat,54300,true,,4,,,,,,,,,,,,
Moselle Fibre,2883,true,57616,28 LA TANNERIE,57070,false,Saint-Julien-Lès-Metz,9,,,,,,,,,,,,
PREFECTURE DU HAUT-RHIN,2884,true,68066,7 RUE BRUAT,68000,false,,2,,,,,,,,,,,,
La Passerelle des Talents,2885,true,68224,100 AV DE COLMAR,68100,false,,1,,,,,,,,,,,,
Réseau des médiathèques du Lunévillois,2886,true,54329,4 Rue du Colonel Clarenthal,54300,false,,2,,,,,,,,,,,,
Maison France Services - BLÂMONT,2887,true,54061,38 RUE DE LA VOISE,54450,true,Blamont,2,2,,,,,,,,,,,
Centre de Formation et de Promotion des MFR du Grand Est,2888,true,55051,9 rue Luc Dessante,55290,false,,4,,,,,,,,,,,,
Fédération Départementale Familles Rurales de Meurthe et Moselle,2889,true,54274,12 RUE ABBE DEVAUX,54140,false,,1,,,,,,,,,,,,
Fédération départementale Familles Rurales de Haute-Marne,2890,true,52121,13 RUE VICTOR FOURCAULT,52000,false,,2,,,,,,,,,,,,
MAISON FRANCE SERVICES CANET-EN-ROUSSILLON,2893,true,66037,1 RUE JEAN MERMOZ	66140	CANET-EN-ROUSSILLON,66140,true,CANET-EN-ROUSSILLON,3,,,,,,,,,,,,
LA POSTE GRANDRIEU,2894,true,48070,5060 PL SAINT MICHEL	48600	GRANDRIEU,48600,true,Grandrieu,2,,,,,,,,,,,,
France Services Veauche,2895,true,42323,2 Rue Michel Laval 42340 Veauche,42340,true,Veauche,2,158,491,6,,5,,,20,15,76,349,20
Communauté de communes Lieuvin Pays d'Auge,2896,true,27629,21 B RUE DE LISIEUX,27230,false,,2,1,1,,,,,,1,,,,
EPN L@b Barenton,2897,true,50029,46 Rue du presbytère,50720,false,,1,,,,,,,,,,,,
France service Barenton,2898,true,50029,73 rue Pierre Crestey,50720,false,,1,,,,,,,,,,,,
FRANCE SERVICES Saint-Hilaire-du-Harcouêt,2899,true,50484,65 PLACE LOUIS DELAPORTE,50600,true,Saint-Hilaire-du-Harcouêt,3,,,,,,,,,,,,
Espace France Services Campagne de caux,2900,true,76695,RTE DE BOLBEC,76110,true,,3,89,322,,,8,,,6,12,1,295,
Mairie de NOGENT SUR MARNE,2901,true,94052,3 PLACE ROLAND NUNGESSER,94130,false,,0,,,,,,,,,,,,
Etablissement Public Territorial (EPT),2902,true,94042,"1, place URANIE",94340,false,,0,,,,,,,,,,,,
Etablissement Public Territorial (EPT) Paris Est Marne & Bois,2903,true,94042,"3, allée Edmée LHEUREUX",94340,false,,0,,,,,,,,,,,,
Maison de quartier Val d'Argent Nord,2905,true,95018,place de la commune de Paris,95100,false,,4,,,,,,,,,,,,
APAS-BTP SSI 5 JUVISY/MAISONS ALFORT,2907,true,91326,72 rue Jean Argeliès,91170,false,JUVISY-SUR-ORGE,8,,,,,,,,,,,,
BALUCHON A TABLE CITOYENS,2908,true,93063,37 RUE MADELEINE ODRU,93230,false,,2,,,,,,,,,,,,
Cité des Métiers de Saint Quentin en Yvelines,2909,true,78621,Bât. FORCES - 1 RUE DES HETRES,78190,false,,2,,,,,,,,,,,,
CCAS,2910,true,77108,Parc du Souvenir Emile Fouchard,77500,false,,0,,,,,,,,,,,,
Maison de quartier Orgemont,2911,true,95018,239 route d'Enghien,95100,false,,1,,,,,,,,,,,,
Maison de quartier Val d'Argent Sud,2912,true,95018,Boulevard du général Leclerc,95100,false,,3,,,,,,,,,,,,
CPH PSG,2913,true,93061,1 RUE J BAPTISTE CLEMENT,93310,false,,7,,,,,,,,,,,,
"service insertion, formation et accompagnement vers l'emploi",2914,true,78335,5 AV DU PDT WILSON,78520,false,,1,,,,,,,,,,,,
CCAS de Malakoff,2915,true,92046,1 Place du 11 novembre 1918,92240,false,,3,,,,,,,,,,,,
ASSOCIATION NANGIS LUDE,2916,true,77327,18 PROM ERNEST CHAUVET,77370,false,,4,5,,,,,,,,,,,
CCAS,2917,true,95351,place jean moulin,95380,false,,2,,,,,,,,,,,,
CCAS de Pontault-Combault,2918,true,77373,30 AV DES MARGUERITES,77340,false,,8,40,200,13,,4,,,,82,,91,10
Association Familles Rurales Maclas,2919,true,42272,27 Route de Saint-appolinard 42520 Maclas,42520,false,,1,,,,,,,,,,,,
POLE DE SANTE INTERPROFESSIONNEL DE ST MARTIN D'HERES,2921,true,38421,22 RUE DE MALFANGEAT,38400,false,,1,,,,,,,,,,,,
ASSOCIATION FAMILLES RURALES ESTIVAREILLES,2922,true,42192,MAIRIE,42380,false,,2,,,,,,,,,,,,
France Services de Saint Mamet la salvetat,2924,true,15163,5 RUE DES PLACETTES,15220,true,,1,,,,,,,,,,,,
France Services de Maurs,2925,true,15122,3 Place du 11 novembre,15600,true,,2,,,,,,,,,,,,
Fédération Départementale Familles Rurales,2926,true,26362,14 PL ARTHUR RIMBAUD,26000,false,,4,6,11,1,,,,,4,5,,1,
Médiathèque l'Odyssée,2927,true,69154,1 Chemin des Jardins d'Eole,69290,false,,2,,,,,,,,,,,,
Syndicat d'Energie et de e-communication de l'Ain,2928,true,01053,32 CRS DE VERDUN,01000,false,,6,6,,,,,,,,,,,
FRANCE SERVICES LE MAYET DE MONTAGNE,2931,true,03165,26 RUE ROGER DEGOULANGE,03250,true,,1,,,,,,,,,,,,
INJS de Chambery,2932,true,73087,33 RUE DE L EPINE,73160,false,,5,2,,,,,,,,,,,
Au Local,2934,true,17032,1 RUE DES RAMPOTS,17290,false,Ballon,0,1,,,,,,,,,,,
La poste Tende,2935,true,06163,107 avenue du 16 septembre 1947,06430,false,Tende,1,,,,,,,,,,,,
ATDEC,2936,true,44109,29 RUE ROMAIN ROLLAND,44100,false,,1,,,,,,,,,,,,
ASSOCIATION D'ANIMATION ET DE GESTION DU CENTRE SOCIAL DU BOIS DU CHATEAU,2937,true,56121,9 RUE JULES MASSENET,56100,false,,2,,,,,,,,,,,,
LA POSTE,2938,true,72262,PL DE L HOTEL DE VILLE,72340,false,,3,,,,,,,,,,,,
Groupement Local Employeurs d'Agents de Médiation,2939,true,53130,104 BD BRUNE,53000,false,,0,,,,,,,,,,,,
MAIRIE DE QUIBERON,2940,true,56186,7 RUE DE VERDUN,56170,false,,2,,,,,,,,,,,,
POLE SOLIDARITES,2941,true,44190,7 RUE DU PETIT ANJOU,44230,false,,2,2,,,,,,,,,,,
LES PEP ATLANTIQUE ANJOU,2942,true,44109,2 RUE DES RENARDS,44300,false,,2,,,,,,,,,,,,
"France services, CSI L'Atelier",2943,true,49298,5 RUE DE SAVENNIERES,49170,true,,3,,,,,,,,,,,,
Fédération Familles Rurales Hérault,2944,true,34172,"455, rue de l'Industrie - Parc Mure n°6",34070,false,,1,,,,,,,,,,,,
SIVU LES PASSERELLES,2945,true,11164,"BP 8 , 107 av de St Pons",11120,false,,1,,,,,,,,,,,,
Mairie de Castéra-Verduzan,2946,true,32083,PL ODILON LANNELONGUE,32410,false,,1,,,,,,,,,,,,
Maison Départementale de Proximité de Rieux-Volvestre,2948,true,31455,13 place du Préau,31310,false,,0,14,26,5,,7,,,4,8,,2,
Maison Départementale de Proximité du Fousseret,2949,true,31476,87 route de Cazères,31430,false,,0,3,4,,,1,,,2,1,,,
CCAS de Roques,2950,true,31433,1 PL JEAN JAURES,31120,false,,2,,,,,,,,,,,,
MAIRIE D'ISSUS,2951,true,31048,1 place de la Maire,31450,false,,1,1,,,,,,,,,,,
Mairie de Bretigny,2952,true,21462,2 RUE DE LA MAIRIE,21490,false,,0,,,,,,,,,,,,
CCAS de CHAMPAGNOLE,2953,true,39300,PL CH DE GAULLE 3 SEPTEMBRE,39300,false,,4,,,,,,,,,,,,
FRANCE SERVICES DE RANCY,2954,true,71359,780 route de Louhans,71290,true,,1,,,,,,,,,,,,
COMMUNAUTÉ DE COMMUNES DE L'AILLANTAIS EN BOURGOGNE,2955,true,89003,9 RUE DES PERRIERES - AILLANT-SUR-THOLON,89110,false,,0,,,,,,,,,,,,
CCAS de RAMATUELLE,2956,true,83101,Hôtel de Ville - 60 bd du 8 ami 1945,83350,false,,1,,,,,,,,,,,,
Espace Socioculturel Grand Ouest de Nevers,2957,true,58194,20 RUE HENRI FRAISOT,58000,false,,4,,,,,,,,,,,,
COMMUNE LES CROZETS,2958,true,39333,1 AU VILLAGE,39260,false,,1,,,,,,,,,,,,
CCAS DE CAP D'AIL,2959,true,06032,62 B AV DU TROIS SEPTEMBRE,06320,false,,1,3,,,,,,,,,,,
MAIRIE DE NEUILLY-CRIMOLOIS,2960,true,21515,8 RUE GENERAL DE GAULLE,21800,false,,3,1,1,,,,,,,,1,,
Mairie de Vernierfontaine,2961,true,25233,24 place Fontana,25580,false,,1,,,,,,,,,,,,
MAIRIE DE SAINT-JEAN-DE-LOSNE,2962,true,21031,2 RUE DE LA LIBERTE,21170,false,,1,,,,,,,,,,,,
Maison France Services,2963,true,21054,"3, rue du chemin neuf",21200,true,,1,,,,,,,,,,,,
Mairie de SAINT-USAGE,2964,true,21577,2 PL DU 8 MAI 1945,21170,false,Saint-Usage,1,,,,,,,,,,,,
Fabrique Gare Numerique,2965,true,84031,136 RUE DU VIEIL HOPITAL,84200,false,,2,,,,,,,,,,,,
Espace France Services du Russey,2966,true,25248,17 avenue de Lattre de Tassigny,25210,true,,3,30,151,,,21,,,2,3,,104,21
Mairie d'Arquian,2967,true,58033,35 route de St-Amand,58310,false,,1,,,,,,,,,,,,
Mairie de Mouans-Sartoux,2968,true,06084,PL DU GEN DE GAULLE,06370,false,,1,,,,,,,,,,,,
MAIRIE D'ISOLA,2969,true,06042,PL JEAN GAISSA,06420,false,,1,,,,,,,,,,,,
France Services de La Charité sur Loire - Espace socio-culturel la pépinière,2970,true,58059,"2, rue de la Pépinière",58400,true,La Charité sur Loire,6,,,,,,,,,,,,
Mairie de Plougastel-Daoulas,2971,true,29189,1 PL JEAN FOURNIER,29470,false,Plougastel-Daoulas,1,,,,,,,,,,,,
France services- site de Ploumagoar,2973,true,22225,1 PL DU 8 MAI 1945,22970,true,,1,19,92,,,,,,,10,13,69,
Mairie de Pouligney-Lusans,2974,true,25368,8 PL FONTAINE,25640,false,,2,,,,,,,,,,,,
Mairie de Fuveau,2976,true,13040,BD EMILE LOUBET,13710,false,Fuveau,4,3,2,2,,,,,,,,,
La Maison des Initiatives Sociales et Culturelles,2977,true,83023,Rue des déportés,83170,false,,1,,,,,,,,,,,,
Etablissement France Services de Caderousse,2978,true,84027,cours Aristide Briand,84860,true,CADEROUSSE,2,,,,,,,,,,,,
Banque Alimentaire,2979,true,31555,197 AV DE FRONTON,31200,false,,1,,,,,,,,,,,,
