Name,ID,Is Active,City Insee Code,Address,Zip Code,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
CPR Antenne de Nancy,4493,true,54395,"Espace Saint Léon 5, bis rue Saint Léon - 1er étage",54000,true,NANCY,3,,,,,,,,,,,,
CPR Antenne de Strasbourg,4494,true,67482,"3, boulevard Wilson",67083,true,STRASBOURG,2,,,,,,,,,,,,
CCAS de la Ville de Toul,4495,true,54528,13 rue de Rigny,54200,false,TOUL,5,21,121,21,2,31,,,6,15,26,19,1
La Bagagerie,4496,true,53096,1 RUE DE LA GARE,53500,false,,2,,,,,,,,,,,,
Mairie de  Sérigné,4497,true,85092,31 RUE DE FONTENAY,85200,false,Sérigné,2,,,,,,,,,,,,
CENTRE SOCIAL GEORGE ROUAULT,4498,true,72029,21 AV DIVISION LECLERC,72170,false,,1,,,,,,,,,,,,
FRANCE SERVICES SAINT-ARMAND,4499,true,18197,2 RUE PHILIBERT AUDEBRAND,18200,true,SAINT ARMAND,5,196,345,42,2,14,,,48,7,112,113,7
France services de Ferrières en Gâtinais,4500,true,45145,13 rue de lion d'or,45210,true,Ferrières en Gâtinais,2,19,19,,,4,,,4,,8,1,2
MDS RETHEL- Conseil Départemental des Ardennes,4501,true,08105,"2, Rue Lucien Hubert",08000,true,CHARLEVILLE-MEZIERES,2,,,,,,,,,,,,
Pop Île-de-France (ECP sas),4502,true,91130,4 route de Boutervilliers,91780,false,Chalo saint Mars,2,,,,,,,,,,,,
Association Science Technologie Société,4503,true,75113,54 avenue Edison,75013,false,Paris,4,5,42,3,1,12,2,3,3,4,8,3,3
CPR Antenne de Tours,4504,true,37261,21 rue Edouard Vaillant,37000,true,TOURS,3,,,,,,,,,,,,
SERVICE SOCIAL PERSONNES AGEES,4505,true,38185,47 AVENUE MARCELLIN BERTHELOT,38100,false,GRENOBLE,5,,,,,,,,,,,,
CPR antenne de Lyon,4506,true,69382,Espace Confluence 3 cours Charlemagne,69002,true,LYON,4,1,,,,,,,,,,,
France Services Metz Bellecroix,4507,true,57332,1 place d'Armes Jean François Blondel,57036,true,METZ,3,1,,,,,,,,,,,
Mairie de Vitrey,4508,true,54587,14 Grande Rue,54330,false,VITREY,1,,,,,,,,,,,,
CCAS La Fare les Oliviers,4510,true,13037,Mairie - 20 place Camille Pelletan,13580,false,LA FARE LES OLIVIERS,5,36,151,20,,53,,,16,26,1,11,24
Maison France Services de Saint-Orens de Gameville,4511,true,31506,"Maison des Associations
42 Avenue Augustin Labouilhe",31650,true,Saint-Orens de Gameville,6,,,,,,,,,,,,
Centre Local d'Information et de Coordination Rennes,4512,true,35238,34 place du Colombier,35000,false,rennes,2,,,,,,,,,,,,
API PROVENCE Le PHARE,4513,true,06088,162 Bd de l'ariane,06300,false,NICE,11,,,,,,,,,,,,
ECRIT PLUME,4514,true,83137,22 RUE MAGNAQUE,83000,false,TOULON,1,,,,,,,,,,,,
Mission Locale du Pays de Fougères,4515,true,35115,"La Cristallerie - 19, rue Réhault",35300,false,Fougères,2,,,,,,,,,,,,
FACE AUDE,4516,true,11262,"IN'ESS, 30 avenue Pompidor",11100,false,Narbonne,5,,,,,,,,,,,,
CCAS de Lespinasse,4517,true,31293,Place de l'Occitanie,31150,true,LESPINASSE,1,,,,,,,,,,,,
Préfecture de la Lozère,4518,true,48095,Rue du faubourg Montbel,48000,true,MENDE,1,,,,,,,,,,,,
France Services du Val dArros,4519,true,65447,"15, place dAstarac",65190,true,TOURNAY,2,14,43,,,14,,,,,12,15,2
France Services de Villeneuve de la Raho,4520,true,66227,2 Rue General de Gaulle,66180,true,Villeneuve de la Raho,3,1,1,,,,,,1,,,,
AU FIL DE LA RIVIERE,4521,true,42218,16 rue Bonnassieux,42100,false,Saint-Etienne,1,,,,,,,,,,,,
Mon Assistant Numérique Rodez,4522,true,12202,17 rue Aristide Briand,12000,false,Rodez,1,,,,,,,,,,,,
ENVOI,4523,true,31149,3 Avenue Jean Mermoz,31770,false,COLOMIERS,3,3,,,,,,,,,,,
Maison de l'emploi et de l'entreprise,4524,true,31069,1 place des Arts,31700,false,Blagnac,2,,,,,,,,,,,,
Maison de la solidarité,4525,true,34337,101 boulevard des écoles,34750,false,VILLENEUVE LES MAGUELONE,3,,,,,,,,,,,,
CPR Antenne de Toulouse,4526,true,31555,9-11 rue Matabiau,31000,true,TOULOUSE,2,,,,,,,,,,,,
France Services Digne les Bains,4527,true,04070,12 avenue Demontzey,04000,true,Digne les Bains,1,,,,,,,,,,,,
MSA Alpes vaucluse,4528,true,04112,ZI avenue Blaise Pascal Bd Saint Joseph,04100,true,Manosque,0,,,,,,,,,,,,
COMMUNE DE SAINT ETIENNE D'ORTHE,4529,true,40224,13 Allée de l'Eglise,40300,false,,1,,,,,,,,,,,,
Foyer Culturel Jean Paul Dumas,4530,true,19005,MAIRIE,19240,false,,1,,,,,,,,,,,,
Pôle Jeunesse de La Talaudière,4531,true,42305,Rue Evrard,42350,false,,2,5,26,,,1,,,,,23,,2
Espace Marc Lauga,4532,true,40094,Place de la Mairie,40210,false,ESCOURCE,3,5,,,,,,,,,,,
Agence postale de Montayral,4533,true,47185,90 Avenue de Fumel,47500,false,Montayral,2,,,,,,,,,,,,
SAINT-JULIEN-EN-BORN,4534,true,40266,ROUTE DES LACS,40170,true,Saint-Julien-en-Born,2,,,,,,,,,,,,
Mairie de  Marsan,4535,true,40192,2 PLACE GENERAL LECLERC,40000,true,MONT DE MARSAN,1,1,,,,,,,,,,,
LA POSTE DE RAUZAN,4537,true,33350,11 Grande rue,33420,true,RAUZAN,0,,,,,,,,,,,,
ADRESSE,4538,true,16102,142 Rue Henri FICHON,16100,false,COGNAC,3,,,,,,,,,,,,
France services du Pays de St Aulaye,4539,true,24376,9 rue du Docteur Lacroix,24410,true,St Aulaye,3,6,4,,,,,,1,,3,,
France services Marmande,4540,true,47157,124 avenue jean jaurès,47200,true,Marmande,1,,,,,,,,,,,,
France services de Bergerac,4541,true,24037,31 place Gambetta,24100,true,BERGERAC,3,,,,,,,,,,,,
Espace Boris Vian,4542,true,42218,3 RUE JEAN-CLAUDE TISSOT,42000,false,,3,,,,,,,,,,,,
CH Ste MARIE,4543,true,06004,87 avenue Joseph RAYBAUD,06009,false,NICE CEDEX 1,1,,,,,,,,,,,,
ADRIM,4544,true,13203,38 BD DE STRASBOURG,13003,true,MARSEILLE,6,,,,,,,,,,,,
France services Loiron - Laval agglomération,4545,true,53137,5 rue du Pays de Loiron,53320,true,Loiron-ruillé,2,,,,,,,,,,,,
FRANCE SERVICE DES COEVRONS,4546,true,53097,6 RUE DE HERTFORD,53600,true,EVRON,3,,,,,,,,,,,,
Commune de Mouilleron le Captif,4547,true,85155,8 rue de la Gillonnière,85000,false,MOUILLERON LE CAPTIF,1,,,,,,,,,,,,
France services Gorron,4548,true,53107,place de la Mairie,53120,true,Gorron,2,,,,,,,,,,,,
Centre Social de LENS,4550,true,62498,Rue Gustave Courbet,62300,false,,3,,,,,,,,,,,,
Labo Numérique de LENS,4551,true,62498,13 D Route de Béthune,62300,false,,1,,,,,,,,,,,,
PRE de LENS,4552,true,62498,17 B PL JEAN JAURES,62300,false,,1,,,,,,,,,,,,
Centre socioculturel du faubourg de Cambrai,4553,true,59606,22 rue de la Targette,59300,false,,6,,,,,,,,,,,,
Mairie de Salesches,4554,true,59464,10 PL ROGER SALENGRO,59218,false,,2,,,,,,,,,,,,
Centre Communal d'Action Sociale Alfred Soriaux de LENS- Service Programme de Réussite Educative,4555,true,62498,2 Rue Bayard,62300,false,LENS,2,,,,,,,,,,,,
CPRPSNCF Antenne de Lille,4556,true,59350,Parvis de Rotterdam Bâtiment Atrium - 1er étage Boulevard de Turin,59777,true,Lille,2,,,,,,,,,,,,
Mairie MOLLIENS-DREUIL,4557,true,80554,25 rue du Gal Leclerc,80540,false,MOLLIENS-DREUIL,1,,,,,,,,,,,,
CACEM (communauté d'agglomération du centre de la Martinique),4558,true,97204,mmeuble Cascades III – Place François Mitterrand – BP 407,97204,false,Fort De France,3,,,,,,,,,,,,
allo heberge-moi,4559,true,97209,27 bis rue gallieni,97200,false,fort de france,3,,,,,,,,,,,,
CCAS MACOURIA,4560,true,97305,20 RUE JUSTIN CATAYEE  97355 MACOURIA,97355,true,macouria,4,3,,,,,,,,,,,
CANAL NUMERIQUE JEUNESSE OCEAN INDIEN,4561,true,97410,400 rue Pierre Lagourgue bras-fusil,97470,false,Saint-Benoit,1,,,,,,,,,,,,
COMMUNE DE VIEUX-HABITANTS,4562,true,97134,Boulevard des Habissois Souverains,97119,true,VIEUX-HABITANTS,5,50,263,59,,28,,,,151,,25,
Centre Communal d'Action Sociale Bouillante (CCAS),4563,true,97106,"69, Place de l'Hôtel de ville",97125,true,Bouillante,2,,,,,,,,,,,,
Mairie de Eswars,4564,true,59216,PL DE LA MAIRIE,59161,false,ESWARS,0,,,,,,,,,,,,
MDS Ferroul,4565,true,08105,34 rue Ferroul,08000,false,Charleville-Mézières,10,1,2,,,2,,,,,,,
Maison des solidarités Centre Ville Charleville-Mézières,4566,true,08105,55 avenue De Gaulle,08000,false,Charleville-Mézières,4,,,,,,,,,,,,
MDS Meyrac,4567,true,08105,rue Albert Meyrac,08000,false,Charleville-Mézières,1,,,,,,,,,,,,
MDS nouzonville,4568,true,08328,3 rue Edouard Vaillant,08700,false,Nouzonville,4,,,,,,,,,,,,
CAF de la MARNE,4569,true,51454,202 rue des Capucins,51100,false,REIMS,1,,,,,,,,,,,,
Centre socioculturel La FONTAINE,4570,true,44190,11 rue du Languedoc,44230,false,SAINT SEBASTIEN SUR LOIRE,2,,,,,,,,,,,,
MAIRIE DE SARREGUEMINES,4571,true,57631,"2, rue du Maire Massing",57200,false,SARREGUEMINES,1,,,,,,,,,,,,
CCAS de Fleury sur Orne,4572,true,14271,"bis, 17 Rue Louis Pasteur",14123,false,Fleury-sur-Orne,0,,,,,,,,,,,,
Collectif d'Animation de Sainte Marie,4573,true,97418,2 rue du frère Scubillon,97438,false,Sainte-Marie,1,,,,,,,,,,,,
Centre Social de La Palissade,4574,true,97414,41B rue des Bois de prunes,97450,false,SAINT LOUIS,1,,,,,,,,,,,,
Village Desprez,4575,true,97411,5 rue du pont,97411,true,Sainte Suzanne,3,,,,,,,,,,,,
CINOR  - MDS BRULE  - BIAL & BIAP,4576,true,97411,Route des Bambous C/O Mairie Annexe du Brûlé,97400,true,Saint Denis,3,,,,,,,,,,,,
France Services Magny en Vexin,4577,true,95355,12 rue des Frères Montgolfier,95420,true,Magny en Vexin,2,,,,,,,,,,,,
France Services Domont,4578,true,95199,CCAS - 18 rue de la Mairie,95330,true,DOMONT,0,,,,,,,,,,,,
CARIF-OREF Mayotte / CITE DES METIERS,4579,true,97611,rue des Manguiers (face au Lycée Younoussa Bamana),97600,false,MAMOUDZOU,13,,,,,,,,,,,,
Mairie de chirongui,4580,true,97606,"Mairie de Chirongui, Canton de Chirongui , Mayotte",97620,false,Chirongui,4,9,,,,,,,,,,,
Centre d'Animation Sociale Jean Claude Laude,4581,true,72054,rue Jacques Guède,72470,true,CHAMPAGNE,2,,,,,,,,,,,,
CADA Adoma - ROUSSILLON,4582,true,38298,17 rue du Limousin,38550,false,LE PEAGE DE ROUSSILLON,1,,,,,,,,,,,,
MAIRIE DE SAINT ETIENNE/CCAS,4583,true,42218,1 rue Attache aux Bœufs,42000,true,SAINT ETIENNE,1,,,,,,,,,,,,
Ccas Pont Sainte Marie,4584,true,10297,Place Langlois,10150,false,Pont sainte Marie,1,,,,,,,,,,,,
Ville de Toul,4585,true,54528,Place Henri Miller,54200,false,TOUL,2,,,,,,,,,,,,
Communauté de communes du Pays de Mirepoix,4586,true,09194,1 CHE DE LA MESTRISE,09500,false,Mirepoix,5,2,,,,,,,,,,,
France services / Taverny,4587,true,95607,2 place  de la gare,95150,true,TAVERNY,2,,,,,,,,,,,,
France services / Mairie de Marines,4589,true,95370,4 Place du Maréchal Leclerc,95640,true,MARINES,7,,,,,,,,,,,,
France services / Bus du CIAS Carnelle Pays de France,4590,true,95352,15 Rue Bonnet,95270,true,Luzarches,0,,,,,,,,,,,,
France services / Bus Creative,4591,true,95268,32 boulevard de la Muette,95140,true,Garges-lès-Gonesse,3,,,,,,,,,,,,
France services / La poste Sarcelles-Lochères,4596,true,95585,Avenue Frédéric Joliot Curie,95200,true,SARCELLES,4,,,,,,,,,,,,
France services / PIME de Louvres,4598,true,95351,7 place de la Gare,95380,true,LOUVRES,4,,,,,,,,,,,,
France services / Goussainville,4605,true,95280,27 Rue Robert Peltier,95190,true,Goussainville,1,,,,,,,,,,,,
France services / Maison de quartier Val Notre Dame Argenteuil,4608,true,95018,164 boulevard du Général Delambre,95100,true,ARGENTEUIL,4,4,,,,,,,,,,,
MAIRIE DE CERILLY,4610,true,03048,1 PL DE L'HOTEL DE VILLE,03350,false,,3,,,,,,,,,,,,
Maison de l'emploi des pays Voironnais et Sud Grésivaudan,4611,true,38563,40 RUE MAINSSIEUX,38500,false,,7,5,28,,,,,,,17,3,7,1
Maison France Services Saulnot,4612,true,70477,4 Rue des Salines,70400,true,SAULNOT,2,4,11,,,,,,2,2,7,,
POINT D ACCES AU DROIT DU TRIBUNAL JUDICIAIRE DE PONTOISE,4613,true,95500,3 rue Victor Hugo,95300,false,PONTOISE,4,4,,,,,,,,,,,
ACT UP PARIS,4614,true,75119,8 rue des dunes,75019,false,Paris,1,,,,,,,,,,,,
Solidarité Formation Médiation,4615,true,92024,9 rue du Maréchal de Lattre de Tassigny,92110,false,Clichy,2,13,107,39,1,17,,,1,,1,11,37
MJC Relief,4616,true,91432,1 avenue de la République,91420,false,Morangis,2,,,,,,,,,,,,
Mairie Saint Sernin du bois,4617,true,71479,Place Salignac Fénelon,71200,true,Saint-Sernin-du-Bois,1,,,,,,,,,,,,
Espace Seniors d'Hellemmes - CCAS d'Hellemmes,4618,true,59350,176 rue Roger Salengro,59260,false,Hellemmes,3,,,,,,,,,,,,
Mairie de Talant,4619,true,21617,1 place de la mairie,21240,true,Talant,3,,,,,,,,,,,,
CCAS de Talant,4620,true,21617,8 Rue Charles DULLIN,21240,false,Talant,6,,,,,,,,,,,,
A tes côtés,4621,true,59140,50 rue du Jeu de Mail,59140,false,Dunkerque,25,10,16,2,,3,,,6,3,1,1,
mairie de Morienval,4622,true,60430,1 sente de l'école,60127,true,morienval,1,11,9,5,,,,,1,1,,1,1
Centre Médico-Social Cherbourg-Hague,4623,true,50129,Avenue de Normandie,50130,false,CHERBOURG EN COTENTIN,2,,,,,,,,,,,,
CCAS PORT JEROME SUR SEINE,4624,true,76476,Place Isny,76330,false,PORT-JEROME-SUR-SEINE,1,,,,,,,,,,,,
Mairie de BRY,4625,true,59116,16 rue de l'église,59144,false,BRY,1,,,,,,,,,,,,
Communauté d'Agglomération de le Région de Château-Thierry,4626,true,02292,2 avenue Ernesrt Couvrecelle,02400,false,ETAMPES SUR MARNE,3,1,1,,,,,,,1,,,
MAIRIE D AMBLETEUSE,4627,true,62025,Rue de Lille,62164,false,AMBLETEUSE,3,,,,,,,,,,,,
MAIRIE DE CHAMPSECRET,4628,true,61091,5 rue Albert Christophe,61700,false,CHAMPSECRET,2,,,,,,,,,,,,
La Maison des Actions Sociales et Culturelles - Centre Social AGORA,4629,true,76700,Route du Havre,76890,false,Tôtes,1,,,,,,,,,,,,
CLIC DE LA VALLEE DE LA BRESLE,4630,true,76101,8 RUE DU PETIT FONTAINE,76340,false,BLANGY SUR BRESLE,1,,,,,,,,,,,,
Maison des services CREULLY SUR SEULLES,4631,true,14250,route de Juvigny,14250,true,CREULLY SUR SEULLES,1,,,,,,,,,,,,
CCAS ESPALION,4632,true,12096,Place de la Résistance,12500,false,ESPALION,2,1,1,,,1,,,,,,,
France Services Cagire Garonne Salat,4633,true,31315,15 avenue du Comminges,31260,true,MANE,2,7,35,,,3,,3,2,,,27,
France Services Centre Tarn,4634,true,81222,2 bis bd carnot,81120,true,Réalmont,2,,,,,,,,,,,,
France Services Porto-Vecchio,4635,true,2A247,"Quartier Pifano 2, Bat B - RDC",20137,true,Porto-Vecchio,2,2,,,,,,,,,,,
Direction territorial des solidarités humaines de Besançon,4636,true,25056,18 rue de la préfecture,25000,false,Besançon,31,2,1,,,,,,1,,,,
GIP Politique de la Ville TLP,4637,true,65440,30 avenue Antoine St Exupéry,65000,false,Tarbes,1,,,,,,,,,,,,
UDAF30,4638,true,30189,152 RUE GUSTAVE EIFFEL,30000,false,NIMES,2,,,,,,,,,,,,
PAN EMERAUDE CERGY,4639,true,95127,5 avenue Bernard Hirsch,95000,false,CERGY,3,,,,,,,,,,,,
Commune de Nissan Lez Ensérune,4640,true,34183,1 Place de la République,34440,false,Nissan Lez Ensérune,2,,,,,,,,,,,,
CLLAJ PAYS COEUR HERAULT,4641,true,34079,16 AVENUE MARECHAL FOCH,34800,false,Clermont l'Hérault,1,6,7,7,,,,,,,,,
EFAPO,4642,true,91161,Maison des associations 10 bis rue olivier Beauregard,91380,false,Chilly-Mazarin,1,,,,,,,,,,,,
France Services Cadours,4643,true,31098,rue d essling,31480,true,cadours,1,22,47,6,,,,,,1,8,31,1
CRIP UGECAM Occitaie,4644,true,34057,"435 Avenue Georges Frêche
CS 10010",34173,false,Castelnau le lez,5,,,,,,,,,,,,
L'Association l'Age d'Or du Brulhois,4645,true,82050,"6, Avenue de la République",82340,false,Dunes,1,1,,,,,,,,,,,
France Services de Mirandol-Bourgnounac,4646,true,81168,13 rue de l'église,81190,true,Mirandol-Bourgnounac,1,6,,,,,,,,,,,
FONDATION OEUVRE DE LA CROIX SAINT SIMON,4647,true,75119,35 rue du Plateau,75019,false,Paris,2,9,17,7,8,1,,,,,,,1
CCAS de Malzéville,4648,true,54339,11 RUE DU GENERAL DE GAULLE,54220,false,,2,1,2,,,2,,,,,,,
France Services Sillery,4649,true,51536,2 rue du Pressoir,51500,true,Sillery,3,10,69,9,,,,,7,,13,40,
Mairie de Sore,4651,true,40307,339 rue Broustra,40430,false,Sore,2,5,9,2,,,,,2,,5,,
COMMUNE DE MUSSY SUR SEINE,4652,true,10261,7 RUE DE L'HOTEL DE VILLE,10250,false,MUSSY SUR SEINE,1,,,,,,,,,,,,
Mairie Evry-courcouronnes,4653,true,91228,place des droits de l'homme et du citoyen,91000,false,EVRY COURCOURONNES,3,,,,,,,,,,,,
France services ambrières les Vallées,4654,true,53003,6 place du château,53300,true,Ambrières Les Vallées,2,,,,,,,,,,,,
France Services Lassay les Châteaux,4655,true,53127,15 Grande Rue,53110,true,Lassay-les-Châteaux,3,,,,,,,,,,,,
France Services Mayenne,4656,true,53147,10 rue de Verdun,53100,true,Mayenne,2,,,,,,,,,,,,
Association CHACUN SA ROUTE,4657,true,49330,1 Impasse de la Pinsardière,49330,false,Sceaux d'Anjou,1,,,,,,,,,,,,
Centre Culturel,4658,true,01348,rue des Huguets,01140,false,Saint-Didier-sur-Chalaronne,1,,,,,,,,,,,,
IFAC,4659,true,38185,"9 rue, Lesdiguières",38000,false,GRENOBLE,2,,,,,,,,,,,,
Médiathèque Jules Verne,4660,true,42183,Place Raspail,42150,false,La Ricamarie,1,3,7,,,4,,,,,,2,1
Union Départementale Savoie - Confédération Syndicale des Familles,4661,true,73011,22 Avenue Ste Thérèse,73200,false,ALBERTVILLE,1,1,,,,,,,,,,,
Maison des Réseaux de Santé de Savoie,4662,true,73065,"Espace Ryvhyère
94 Bis, rue de la Revériaz",73000,false,CHAMBERY,3,,,,,,,,,,,,
France Service Pré en pail Saint Samson,4663,true,53185,1 rue de corniche de Pail Pré en Pail,53140,true,PRE EN PAIL SAINT SAMSON,2,4,,,,,,,,,,,
VILLAINES LA JUHEL,4664,true,53271,17 BVD GENERAL DE GAULLE,53700,true,VILLAINES LA JUHEL,2,,,,,,,,,,,,
Association Creative,4665,true,95268,32 boulevard de la Muette,95140,true,Garges-lès-Gonesse,1,,,,,,,,,,,,
Commune de Santeuil,4666,true,28366,2 rue de la mairie,28700,false,SANTEUIL,1,,,,,,,,,,,,
Mairie de Saumur,4667,true,49328,Rue Molière,49400,false,Saumur,1,,,,,,,,,,,,
CCAS de Meylan,4668,true,38229,4 avenue du Vercors,38240,false,MEYLAN,6,2,,,,,,,,,,,
ESCO de Talant (CD21),4670,true,21617,17 Av. du Mail,21240,false,Talant,16,,,,,,,,,,,,
ESCO de Chevigny-St-Sauveur (CD21),4671,true,21171,22 Av. de la République,21800,false,Chevigny-Saint-Sauveur,5,,,,,,,,,,,,
ESCO de Saint-Apollinaire (CD21),4672,true,21540,26 Rue François Mitterrand,21850,false,Saint-Apollinaire,3,,,,,,,,,,,,
ESCO de Quetigny (CD21),4673,true,21515,22 Av. du Château,21800,false,Quetigny,4,,,,,,,,,,,,
ESCO de Chenôve (CD21),4674,true,21166,"5 All. du Mail, 21300 Chenôve",21300,false,Chenôve,5,,,,,,,,,,,,
ESCO de Dijon (CD21),4675,true,21231,5 bis Rue Devosge,21000,false,Dijon,2,,,,,,,,,,,,
"Agence Solidarités Côte-d'Or - GENLIS (ESCO genlis, Is-sur-Tille et Auxonne",4676,true,21317,25-27 Rue Général Bouchu,21120,false,Genlis,35,,,,,,,,,,,,
ESCO Montbard / Venarey / Châtillon / Semur en Auxois / Saulieu,4677,true,21425,35 rue d'Abrantès,21500,false,MONTBARD,17,,,,,,,,,,,,
CIAS du Pays de Craon,4678,true,53084,29 rue de la Libération,53400,true,Craon,4,,,,,,,,,,,,
France Services d'Imphy,4679,true,58134,1 rue Paul Vaillant Couturier,58160,true,Imphy,2,,,,,,,,,,,,
France services de La Machine,4680,true,58151,3 Av. de la République,58260,true,La Machine,3,,,,,,,,,,,,
France Services Magny Cours,4682,true,58264,35 Avenue du 8 Mai,58240,true,Saint Pierre Le Moutier,2,,,,,,,,,,,,
France Services L'Ile-Saint-Denis,4683,true,93039,16 rue Marcel Cachin,93450,true,L'Ile-Saint-Denis,2,,,,,,,,,,,,
France services Marolles en hurepoix,4684,true,91376,13 grande rue,91630,true,Marolles en hurepoix,1,,,,,,,,,,,,
France Services St Pierre le Moutier,4685,true,58264,35 Avenue du 8 Mai,58240,true,Saint Pierre Le Moutier,2,,,,,,,,,,,,
France Services Fourchambault,4686,true,58117,Avenue Jean-Jaurès,58600,true,Fourchambault,2,,,,,,,,,,,,
France Services de Lormes,4689,true,58145,Quartier Henri-Bachelin,58140,true,Lormes,2,,,,,,,,,,,,
France Services de Montsauche,4690,true,58180,"Les Settons
Place Marcel Mariller",58230,true,Montsauche-les-Settons,2,,,,,,,,,,,,
France Services de Château Chinon,4691,true,58062,"Maison de la solidarité
6 place Notre-Dame",58120,true,Château-Chinon,3,,,,,,,,,,,,
France Services de Cercy La Tour,4692,true,58046,"4 rue François-Mitterrand
Antenne centre social Entre Loire et Morvan",58340,true,Cercy-la-Tour,2,,,,,,,,,,,,
France Services de St Benin d'Azy,4693,true,58232,Place de la République,58270,true,Saint-Benin-d'Azy,2,,,,,,,,,,,,
France Services de Luzy,4694,true,58149,12 avenue Marceau,58170,true,Luzy,2,,,,,,,,,,,,
France Services Saint Honoré les Bains,4695,true,58246,"Bureau de poste
5 rue Eugène-Collin",58360,true,Saint-Honoré-les-Bains,2,,,,,,,,,,,,
France Services de Cosne-sur-Loire,4696,true,58086,15 rue de Berry,58200,true,Cosne-Cours-sur-Loire,4,,,,,,,,,,,,
France Services Chatillon en Bazois,4697,true,58065,1 bis rue de la Picherotte,58110,true,Châtillon-en-Bazois,3,19,181,4,,1,,,3,,9,164,
France Services Nevers Grand Ouest,4700,true,58194,20 Rue Henri Fraisot,58000,true,Nevers,1,,,,,,,,,,,,
France Services de Nevers La Baratte,4701,true,58194,"La Baratte
4 rue des Quatre Echevins",58000,true,Nevers,2,,,,,,,,,,,,
FRANCE SERVICES TERRASSON,4702,true,24153,Av Jean jaurès,24120,true,terrrasson,2,,,,,,,,,,,,
communauté de communes du Pays de Fénelon,4704,true,24516,1 place de la mairie,24590,true,SALIGNAC-EYVIGUES,3,,,,,,,,,,,,
VILLE DE GRENOBLE,4705,true,38185,47 Av Marcellin Berthelot,38000,false,GRENOBLE,20,2,,,,,,,,,,,
FRANCE SERVICE TONNAY-BOUTONNE,4706,true,17448,12 place de l hotel de ville,17380,true,TONNAY-BOUTONNE,2,4,8,,,,,,,,2,6,
France Services BHAP,4707,true,47175,"32, rue de l'Union",47150,true,MONFLANQUIN,4,2,,,,,,,,,,,
Association de Soutien de la Dordogne,4708,true,24322,61 rue Lagrange Chancel,24000,false,Périgueux,4,20,144,37,,30,3,,8,36,,10,20
FS Fretigney-et-Velloreille,4709,true,70257,21 GRANDE RUE,70130,true,Fretigney-et-Velloreille,1,,,,,,,,,,,,
FRANCE SERVICES ITINERANTE Terrasson-Lavilledieu,4710,true,24153,58 AV JEAN JAURES,24120,true,TERRASSON,2,6,9,6,,,,,1,,2,,
Mairie de Saint-Loup-Lamaire,4711,true,79268,1 Place du Dr Bouchet,79600,false,Saint-Loup-Lamaire,3,3,,,,,,,,,,,
France Services Haute-Comté,4712,true,70467,5 RUE DE LA REPUBLIQUE,70800,true,SAINT-LOUP SUR SEMOUSE,3,,,,,,,,,,,,
France services de LA VALLEE DES ANGES,4714,true,57508,5 RUE VICTOR HUGO,57240,true,NILVANGE,0,,,,,,,,,,,,
France Services Landivy,4715,true,53107,communauté de communes du bocage mayennais,53120,true,gorron,2,,,,,,,,,,,,
France Services de L'Huisserie,4716,true,53119,"17, Place de l'Eglise",53970,true,L'Huisserie,1,,,,,,,,,,,,
Centre socioculturel K'leidoscope,4717,true,49099,13 avenue président Kennedy,49300,true,CHOLET,3,2,,,,,,,,,,,
MAIRIE CHANEAC,4718,true,07054,65 Place du Village,07310,false,CHANEAC,2,,,,,,,,,,,,
Maison de quartier centre ville la teste de buch,4719,true,33529,place jean hameau,33260,false,la teste de buch,2,1,,,,,,,,,,,
ESCO Nuits Saint Georges / Gevrey / Beaune / Arnay le Duc,4720,true,,20 Rue Jean-François Champollion,21200,false,BEAUNE,29,,,,,,,,,,,,
France Services de St Amand en Puisaye,4721,true,58227,12 bis rue du faubourg neuf,58310,true,Saint-Amand-En-Puisaye,1,,,,,,,,,,,,
Mairie d'Hamblain les Prés,4723,true,62405,5 Bis - Place du Général de Gaulle,62118,false,HAMBLAIN LES PRES,1,2,,,,,,,,,,,
CCAS de Valentigney,4724,true,25580,10 Pl. Emile Peugeot,25700,false,Valentigney,0,,,,,,,,,,,,
Maison France services Chasse Royale,4725,true,59606,rue Lucien Jonas,59300,true,VALENCIENNES,4,3,9,,,,,,,,7,,2
