Name,ID,UUID,Is Active,City Insee Code,Address,Zip Code,Siret,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
Mairie de Raon les Leau,1232,d3a3c360-df15-4c15-9aed-254cb59705c6,true,54423,4 RUE DE LA MAIRIE,54540,21540443500012.0,false,Pexonne,1,,,,,,,,,,,,
CCAS de Mondeville,1233,4c168f53-b60f-40d0-b771-1b0b1d712726,true,14437,6 RUE CHAPRON,14120,26140016200010.0,false,Mondeville,2,,,,,,,,,,,,
Médiatheque de Ludres,1234,015eb95b-6cba-42e7-b981-8b5b35e1ec25,true,54328,PL FERRI DE LUDRE,54710,21540328800016.0,false,Ludres,1,,,,,,,,,,,,
CENTRE SOCIOCULTUREL JEUNES SENIORS FAMILLES,1235,b70eb4fe-1a93-426e-a674-73ee812a919a,true,14333,AV DU CANTELOUP,14600,43909032500036.0,false,Honfleur,1,,,,,,,,,,,,
POINT INFO 14 FRANCE SERVICES (à supprimer),1236,19a05cff-e757-4449-8dd9-108602e7f533,true,14370,16 RUE EMILE DEMAGNY,14230,20006680100016.0,true,Le Molay-Littry,0,,,,,,,,,,,,
Pôle de Proximité du Coeur Cotentin,1237,b95354ee-a1e2-445e-bdc6-acd66cb1d5f3,true,50615,22 rue de Poterie,50700,20006720500019.0,false,Valognes,2,2,15,,,,,,,,,15,
Mon Assistant Numérique Luneray,1238,87276d34-4f9d-40b0-9f75-d4399ebfe8dc,true,76400,48 RUE DES SIAMOISIERS,76810,89533265800015.0,false,Luneray,1,,,,,,,,,,,,
APF France handicap Territoire Alsace,1239,3319ba10-df62-4546-97a4-f39c1c0a2f19,true,67482,13 RUE D OBERNAI,67000,77568873205136.0,false,Strasbourg,1,,,,,,,,,,,,
Maison du Territoire de Criquetot l'Esneval - France Services,1240,be80a95c-5a0e-4426-a60b-16ecfe5894ef,true,76351,"19 RUE GEORGES BRAQUE

Autre adresse :
28 route de Vergetot 
76280 Criquetot l’Esneval",76600,20008495200015.0,true,Le Havre,3,,,,,,,,,,,,
SECOURS POPULAIRE FRANCAIS FEDERATION DE MEURTHE ET MOSELLE,1241,3df76cce-57e3-4088-b70b-2db96364f63f,true,54395,100 AV DU GENERAL LECLERC,54000,39141494300053.0,false,Nancy,2,,,,,,,,,,,,
France Services,1242,0adb0986-4136-4887-90db-59be9cde35c4,true,76484,Rue de la Liberté,76350,21760484200013.0,true,Oissel,1,25,86,3,5,8,,,1,18,36,12,3
centre social et familial Victor Hugo,1243,9a7230f9-adca-49fa-b994-1464466c4b40,true,67447,4 RUE VICTOR HUGO,67300,32368669100219.0,false,Schiltigheim,3,,,,,,,,,,,,
FAMILLES RURALES FEDERATION DEP MANCHE,1244,44a778c3-5e18-4748-ac91-605e66c5a343,true,50321,680 RUE DUNANT,50000,78091611000031.0,false,Le Mesnil Rouxelin,1,,,,,,,,,,,,
Médiathèque,1245,e816eff9-7745-4f14-ab5a-f5432bb9ca5d,true,14271,21 Place des Drakkars,14123,21140181500017.0,false,Fleury Sur Orne,1,,,,,,,,,,,,
FRANCE SERVICES PONT D OUILLY,1246,2f4753e2-b62f-4d4b-80b3-17f989c10ff8,true,14764,1 PLACE CHARLES DE GAULLE,14690,21140764800016.0,true,Pont D Ouilly,2,4,29,3,,3,,,,8,3,12,
Maison de services Val ès dunes,1247,67b67a64-e216-4de5-86a0-2169b300ac1e,true,14456,10 rue Léonard Gille,14370,20006558900018.0,false,Moult Chicheboville,2,,,,,,,,,,,,
mairie de ponts sur seulles,1248,5354035a-a416-4a6a-b454-167d027b526f,true,14200,3 Bis rue Saint Sylvestre,14480,20006506800013.0,false,Creully Sur Seulles,1,,,,,,,,,,,,
Commune de Tourneville,1249,92fb4d4d-eadc-4c22-843e-4cc977187c68,true,27659,RTE DE LA VALLEE,27930,21270652700018.0,false,La Trinite,1,,,,,,,,,,,,
CCAS Bayeux - accueil,1250,24cb408e-199b-4870-9a2e-4764e11948bd,true,14047,40 RUE DU DOCTEUR MICHEL,14400,26140002200032.0,false,Bayeux,4,7,79,,,,,,3,4,,65,7
Mon Assistant Numérique Epinal,1251,e4e5e32b-c631-4bd0-9dde-f65c58914466,true,88160,21 RUE EMILE MOSELLY,88000,87942428100019.0,false,Epinal,1,,,,,,,,,,,,
France Services Troarn,1252,006caaab-278c-4460-acb9-f543205e8996,true,14712,PL PAUL QUELLEC,14670,21140712700011.0,true,Troarn,2,16,,,,,,,,,,,
AR PRO NUMERIQUE - MON ASSISTANT NUMERIQUE STRASBOURG,1253,a18cd52f-d7bf-4502-9ffa-13001be4e8f9,true,67495,28 RUE DES FAUVETTES,67370,89952810300018.0,false,Truchtersheim,0,,,,,,,,,,,,
CCAS de Courseulles-sur-mer,1255,4080944f-1e65-4f3e-abac-cc15dc6a071e,true,14191,4 rue arthur leduc,14470,21140191400018.0,false,Courseulles-Sur-Mer,4,4,1,,,,,,,1,,,
mairie de Badonvilliers-Gérauvilliers,1256,43387d5f-c282-434b-95e8-fb2057f351cd,true,55215,19 GRANDE RUE,55130,21550026500016.0,false,Gondrecourt Le Chateau,0,,,,,,,,,,,,
Maison de Services au Public Souleuvre,1257,4975db00-9441-498f-9425-a58310595410,true,14061,2 PL DE LA MAIRIE,14350,20005686900015.0,true,Souleuvre En Bocage,3,4,17,1,,,,,,,10,6,
PREFECTURE DE L'EURE - BUREAU DES ACCUEILS,1258,42d07d2a-f843-40aa-bc4b-6f40477f76fc,true,27229,Boulevard Georges Chauvin 27000 Évreux,27000,17270001500016.0,false,Evreux,1,,,,,,,,,,,,
Centre Social Le Lac,1259,645824dd-1847-42a6-befc-494fc32600a6,true,08409,AV CHARLES DE GAULLE,08200,34077401700016.0,false,Sedan,1,,,,,,,,,,,,
France Services Durrenbach,1260,1fd76e2e-7e67-4c58-a464-180aeb2b8338,true,67132,1 RUE DE L'OBERMATT,67360,20001305000014.0,true,Eschbach,4,3,2,,,,,,,,,2,
France Services Saint Nicolas de Port,1261,a419b537-ec7b-4db6-8994-d93b8e1d4ae2,true,54483,4 PL DE LA REPUBLIQUE,54210,26540205700011.0,true,St Nicolas De Port,3,41,1,,,,,,,,1,,
CCAS de Perpignan,1262,1f80c883-9f08-4911-9a20-5e20650ea41d,true,66136,38 B RUE DU COUVENT LA MERCI,66000,26660026100116.0,false,Perpignan,16,18,72,6,,7,,,,8,2,49,
France Services LES AVANT-MONTS,1263,c1068aae-80e7-4f04-8bde-53b04885ec21,true,34178,27 BIS AVENUE DE LA REPUBLIQUE,34490,20007105800016.0,true,Murviel-Lès-Béziers,2,1,1,,,,,,,,,1,
Mairie de Bourgs sur Colagne,1264,8e77995e-b30c-4737-99b1-b60d026072b7,true,48092,26 AV DE LA REPUBLIQUE,48100,20005850100012.0,false,Marvejols,2,,,,,,,,,,,,
MAISON FRANCE SERVICES ISLE EN DODON,1265,5c99f695-1398-445e-a5e8-d67b3178ada6,true,31347,18 Avenue du Commandant TAillefer,31230,20007264300014.0,true,Molas,2,,,,,,,,,,,,
MAISON FRANCE SERVICES BOULOGNE SUR GESSE,1266,f2a22849-e979-49e1-8f42-440edbeabcfc,true,31080,4 Boulevard Bergougnan,31350,20007264300014.0,true,Boulogne Sur Gesse,2,19,,,,,,,,,,,
PREFECTURE DE LA LOZERE,1267,55f938df-3953-4ce4-9731-82bcf2c096c2,true,48095,4 RUE DE LA ROVERE,48000,17480001100010.0,false,Mende,1,,,,,,,,,,,,
France Services - La Salvetat-sur-Agout,1268,adf355fb-ee2a-4ada-939a-b91e4ab0816a,true,34293,6626 VOIE PASTORALE,34330,35600000018953.0,true,La Salvetat Sur Agout,1,,,,,,,,,,,,
France Services du grand pic saint loup,1269,25647f06-48b7-4f67-9341-96d81280f1be,true,34274,9 place de la mairie,34380,20002298600018.0,true,St Martin De Londres,3,12,48,2,,1,,,7,6,17,5,10
CCAS MILLAU,1270,a918ce62-7ebb-4ce7-a6b7-6645a46de5fc,true,12145,70 PL DES CONSULS,12100,26120104000019.0,false,Millau,2,2,2,,,,,,1,,,,1
Association Energies de la Piège,1271,893fa053-9dbf-4c66-8280-9b51d7f5c00a,true,11371,9 rue des Rosiers,11410,40178183600010.0,false,Salles Sur L Hers,3,6,11,,,2,,,3,4,2,,
France service Eauze,1272,583200ca-1c09-4955-a0c9-968cf58ee51e,true,32119,PL DE LA REPUBLIQUE,32800,21320119700018.0,false,Eauze,3,115,790,9,1,127,,,5,175,338,95,40
France Services du Volvestre,1273,f2eaec80-2769-4f01-a3e1-f46934d7651c,true,31107,111 AV DE TOULOUSE,31390,20006681900018.0,true,Carbonne,4,33,74,4,,6,,,4,8,15,37,
Service Interventions et actions sociales - CCAS Montauban,1274,4efdc579-f727-4de9-a86b-da037170c208,true,82121,285 AV DU PERE LEONID CHROL,82000,26820108400152.0,false,Montauban,4,,,,,,,,,,,,
CCAS Verdun-sur-Garonne,1275,1510349d-628c-44cd-a565-632cb69c9139,true,82190,PLACE DE LA MAIRIE,82600,21820190300018.0,false,Verdun Sur Garonne,2,,,,,,,,,,,,
Maison France Service de la Montagne Noire,1276,6f63cb5b-fa93-4b03-8dda-d32a7b481ea8,true,11319,RTE DE MAS CABARDES,11380,20004246300014.0,true,Roquefere,2,29,,,,,,,,,,,
COMMUNE DE SAINT-ANDRE,1277,b84a1683-595e-4a63-ad85-8a8c70c87428,true,66133,10 ALL DE LA LIBERTE,66690,21660168200018.0,false,Palau Del Vidre,2,,,,,,,,,,,,
Association jardin de Cocagne Terra Ferma,1278,f2697675-eec3-4f09-94e4-52ce4e86505f,true,32090,AU VILLAGE,32490,75407299900024.0,false,Castillon Saves,1,,,,,,,,,,,,
France-services Vigy,1280,8df0f6ae-5401-4ff4-bac7-756d9933eeb8,true,57438,4 PLACE DE L'EGLISE,57640,21570716700049.0,true,Malroy,2,375,1004,174,,60,6,,111,93,155,374,31
MSAP Fayl-Billot,1281,cc281f87-7444-479f-90b7-38890289be50,true,52197,27 RUE GRANDE,52500,20007033200016.0,false,Fayl-Billot,3,38,,,,,,,,,,,
Centre Social Orzy,1282,2d1376ab-89c9-43a6-86f0-beded5e97aee,true,08363,CHE DU VIEUX CHENE,08500,30604054400042.0,false,Revin,1,,,,,,,,,,,,
France Services CSC L'Alliance,1283,897e263c-fa31-420f-93ca-3b25ed2ee0d2,true,08190,4 RUE CALMETTE,08600,40101050900016.0,true,Givet,3,5,,,,,,,,,,,
France Services Brissac Loire Aubance,1284,8a3c4f5a-c5fd-41a4-a9d5-3dd016723c98,true,49050,5 RUE DU MARECHAL FOCH,49320,20006458200014.0,true,Brissac Loire Aubance,3,,,,,,,,,,,,
Association CEIDRE (Centre d'Insertion et De Retour à l'Emploi),1285,5b6a1f1a-b98f-435c-8cef-fff32ed1ba66,true,85223,9 RTE DE LA ROCHE SUR YON,85210,41813775800037.0,false,Ste Hermine,6,1,,,,,,,,,,,
CENTRE SOCIAL RURAL DE LUCÉ / FRANCE SERVICES LOIR LUCÉ BERCÉ,1287,1b7c261e-eaf4-49ac-a03e-e801a59157f0,true,72143,2 rue de Belleville,72150,32982401500013.0,true,Le Grand Luce,6,1,3,,,,,,,1,,2,
Espace France Services de Villeneuve en Perseigne,1288,1b8e4bba-8cd0-48f1-9631-f74b09645356,true,72180,16 RUE DE LA FORET DE PERSEIGNE,72600,20004762900015.0,true,Mamers,1,3,12,,,,,,,,1,11,
Centre social et socio-culturel du chemillois,1289,6d4b9c4b-f59a-4176-8726-e156f8e9c1e6,true,49092,5 RUE DE LA GABARDIERE,49120,32433429100014.0,false,Chemille En Anjou,4,21,158,2,,,,,,4,2,150,
CCAS Luçon,1290,26f68033-e3c4-4a6d-8310-6ebc1f586f9e,true,85128,14 place du général Leclerc 85 400 LUCON,85400,26850095600068.0,false,Lucon,2,,,,,,,,,,,,
Bus Fraternel,1291,bbea6b62-719c-46aa-af70-c5a9150f2d80,true,77051,33 Avenue De La Liberation,77480,81334851300033.0,false,Bray Sur Seine,2,,,,,,,,,,,,
Association pour Vivre l'AutoGestion (AVAG),1292,3aaf41bf-529c-4693-8cfd-a0d293648c54,true,91692,16 RES LES HAUTES PLAINES,91940,32889986900023.0,false,Les Ulis,2,1,,,,,,,,,,,
Centre Communal d'Action Sociale de Cergy,1293,cde54a56-e958-49fa-b120-903165346a92,true,95127,3 PL DE L HOTEL DE VILLE,95800,21950127700897.0,false,Cergy,9,2,,,,,,,,,,,
CCAS de Nanterre,1294,2942bbf7-f524-4b12-9f36-3440ec8acb54,true,92050,88 RUE DU 8 MAI 1945,92000,26920046500012.0,false,Nanterre,22,,,,,,,,,,,,
MAIRIE DE SIVRY-COURTRY,1295,bad20a26-a152-4b4a-9746-0ec0d3829d82,true,77453,14 rue de la Mairie,77115,21770453500012.0,false,Sivry Courtry,1,,,,,,,,,,,,
CCAS,1296,3290e699-539d-4524-b0b3-0638997c239a,true,95313,45 GRANDE RUE,95290,26950068200019.0,false,L Isle Adam,0,,,,,,,,,,,,
Bibliothèque Albert Camus,1297,15316b18-4bdc-4865-a218-8e40014dbf20,true,95218,25 Rue du Commerce,95610,21950218400019.0,false,Eragny,1,,,,,,,,,,,,
"Maison de l'Innovation, de l'Emploi et du Multimédia (MIEM)",1298,42287c0b-d527-4d31-94f0-e153105854f8,true,95218,14 rue du Commerce,95610,21950218400019.0,false,Eragny,2,4,14,1,,,,,1,2,,8,2
Programme de réussite éducative d’Eragny sur Oise,1299,513ae899-1b94-474b-a61f-4ec5257d3720,true,95218,Maison de la Challe - rue du commerce,95610,21950218400019.0,false,Eragny,2,,,,,,,,,,,,
CCAS de Villetaneuse,1300,dd2f0494-7481-4543-b57f-7d1a171fc1ba,true,93079,1 PL DE L HOTEL DE VILLE,93430,26930040600031.0,false,Villetaneuse,3,,,,,,,,,,,,
Centre social la Ravinière,1301,47bd2c8f-b295-4158-b389-952702a7f392,true,95476,terrasse de la ravinière,95520,21950476800124.0,false,Osny,1,,,,,,,,,,,,
Espace Georges Pompidou - MDS Aurillac,1302,600e7f3b-cbd4-4cb3-b9b8-80a495a072fb,true,15014,28 AV GAMBETTA,15000,22150001000014.0,false,Aurillac,15,2,2,2,,,,,,,,,
Service Action Sociale de Mauriac - MSD Mauriac et antenne de Riom-es-Montagnes,1303,377b088a-c647-4f90-bdd8-500ae20cdd0d,true,15120,28 rue d'Enchalade,15200,22150001000014.0,false,Mauriac,8,,,,,,,,,,,,
COMMUNE DE SAINT CHAMANT,1304,2ef3277d-df23-4f5c-a069-52524959c29a,true,15186,3 Place Roger Rigaudière,15140,21150176200010.0,false,Ste Eulalie,1,,,,,,,,,,,,
ESAT Les Genets d'or Saint Pol de Léon,1305,06702d06-34d5-4eef-b463-4dfb32c65d85,true,29259,ZI DE KERRANOU,29250,77757176100330.0,false,St Pol De Leon,3,1,,,,,,,,,,,
Bureau du Conseiller Numérique,1306,e065b955-9af9-4e31-88ae-6f403bbfd8b0,true,51055,PL DE LA MAIRIE,51450,21510050400012.0,false,Betheny,2,,,,,,,,,,,,
Service action sociale de Saint Flour : Maison Solidarité Départementale de St Flour et antenne de Murat,1307,4099140a-41af-4b25-b89c-132af9b352d0,true,15187,50 avenue du docteur Mallet,15100,22150001000014.0,false,St Flour,4,,,,,,,,,,,,
Centre Intercommunal d'Action Sociale du Grand Autunois Morvan,1308,ecf70335-581e-41bd-9bf3-2e2ef7664f9d,true,71014,7 RTE DU BOIS DE SAPIN,71400,26710710000039.0,false,Autun,7,5,20,2,,,,,,7,,8,3
France Services Bléneau,1309,2a7e61a2-0646-4f8a-87c1-b0cb75540b31,true,89046,PL DE LA MAIRIE,89220,21890046200019.0,true,Bléneau,1,4,4,,,,,,,1,3,,
Mairie de Sens,1310,97626b15-ac57-4a87-8997-b57e6bab7f80,false,89240,100 RUE DE LA REPUBLIQUE,89100,21890387000010.0,false,Malay Le Petit,1,,,,,,,,,,,,
MAIRIE DE PERCEY,1311,f58adf0c-eff5-4379-82f9-2abc8f462c9c,true,89149,15 RUE ALBERT JOLY,89360,21890292200010.0,false,Dye,1,,,,,,,,,,,,
Pôle Multimédia,1312,84d9091e-0b29-4982-9f6e-e9273907912e,true,25547,6 RUE DE LA POSTE,25600,21250547300018.0,false,Sochaux,1,,,,,,,,,,,,
CCAS,1313,10d1cb08-6baf-414e-94dd-f4b9208e00b9,true,25304,5 B RUE PIERRE PEUGEOT,25310,26250086100014.0,false,Herimoncourt,1,,,,,,,,,,,,
Mon Assistant Numérique Mâcon,1314,995b878b-9d15-4fef-87eb-2e384ff9d6a9,true,71270,42 RUE TOURNELOUP,71000,82466268800012.0,false,Macon,1,,,,,,,,,,,,
Centre Communal d'Action Sociale de Feytiat,1315,f52dc449-6dce-415f-84b8-e78c2ea5f07f,true,87065,24 avenue Frédéric Legrand,87220,26870650400019.0,false,Feytiat,1,,,,,,,,,,,,
CIDFF de la Dordogne,1316,fa70419d-cdd4-44f9-9ceb-0d7db7dc2d85,true,24037,21 boulevard Jean Moulin,24100,79490854100020.0,false,Bergerac,3,1,1,,,1,,,,,,,
CIAS des Grands Lacs,1317,715b4e67-460d-4667-8136-0fe5504f881e,true,40217,29 AV LEOPOLD DARMUZEY,40160,20004865000044.0,false,Parentis En Born,2,4,2,1,,,,,,,,1,
CCAS de BOUCAU,1318,5186ede2-19a5-4b61-a317-0dc832895c8f,true,64140,29 RUE JOSEPH ST ANDRE,64340,26640134800013.0,false,Boucau,2,,,,,,,,,,,,
France services Boussac,1319,f6121aee-163c-4152-96ad-6d0bf2dad748,true,23031,Quartier Pasteur,23600,20006754400425.0,true,Boussac,2,2,,,,,,,,,,,
REGIE INTER QUARTIERS DE ROCHEFORT,1320,a83f0e9d-f2da-41a6-b1ab-c0436fa8b0d7,true,17300,6 RUE RAMUNTCHO,17300,43977148600024.0,false,La Rochelle,6,,,,,,,,,,,,
MAIRIE DE MONESTIER-MERLINES,1321,b7eb4d06-22da-4b39-8306-17b96bcfe9ca,true,19134,1 VEYRIERES,19340,21191410600011.0,false,Merlines,1,,,,,,,,,,,,
Hôtel de la Communauté - Grand Châtellerault,1322,bcf6ecee-196b-4895-9267-8ec8b85ff105,true,86066,78 BD BLOSSAC,86100,24860041300012.0,false,Chatellerault,5,,,,,,,,,,,,
mairie de Saint-Médard-en-Jalles,1324,5f37896a-014b-4c5d-b463-416a3a59b388,true,33449,PL DE L HOTEL DE VILLE,33160,21330449600010.0,false,St Medard En Jalles,3,2,2,,,,,,2,,,,
Centre Social de Lons,1325,3e1c7ea7-a8b5-4071-8d14-d076449225f7,true,64348,Bd Farman,64140,21640348500115.0,false,Lons,3,,,,,,,,,,,,
Commune de Saint-Palais-sur-Mer,1326,efb1f92c-fad3-412e-82c0-ab0835e869f4,true,17380,1 AV DE COURLAY,17420,21170380600011.0,false,St Palais Sur Mer,4,,,,,,,,,,,,
Pousses d'Avenir,1327,fc78c625-5214-46a7-a165-286f058a6d13,true,74218,35 impasse des Jardins lieu dit la Bennaz,74500,50939447400027.0,false,Publier,2,,,,,,,,,,,,
CCAS de Billom,1328,dc12a4fe-1d76-490c-881f-573013ef2965,true,63216,10 Bis RUE CARNOT,63160,26630224900013.0,false,Mauzun,2,,,,,,,,,,,,
L'Expert Numerique,1329,2141c4d4-3164-47ce-bf83-f83b49034448,false,74112,IMPASSE DE LA RAVOIRE METZ TESSY 74370 EPAGNY METZ TESSY,74370,88254671600011.0,false,Epagny Metz Tessy,0,,,,,,,,,,,,
Polymatheia,1330,ca9aad8b-ec01-4623-a411-6273b29af6ab,true,73065,67 RUE ST FRANCOIS DE SALES,73000,82129307300028.0,false,Chambery,1,,,,,,,,,,,,
Pôle Médico-Social itinérant,1331,42d02595-3e19-4e43-8cbf-f1e1136fd365,true,74010,1 RUE DU 30EME REG INFANTERIE,74000,22740001700074.0,false,Annecy,0,,,,,,,,,,,,
HABITAT JEUNES MONTLUCON,1332,a0280679-701c-4d5f-8723-971155bafa8e,true,03185,5 RUE DU CANAL,03100,77902943800024.0,false,Montlucon,3,4,5,,,3,,,,,,,2
Mon Assistant Numérique Vals du Dauphiné,1333,f05c2613-00e3-4581-bec8-1f5d052c18a5,true,38323,128 CHE DE CHANET,38480,53022208200048.0,false,Pressins,1,,,,,,,,,,,,
France Services Givors,1334,abf42c3d-c1b2-4075-932b-bebc191dbb20,true,69091,PL CAMILLE VALLIN,69700,21690091000011.0,true,Givors,4,,,,,,,,,,,,
Académie des passeurs de savoirs,1335,b1155ee7-c3d2-4e20-861f-f473dbb75eba,true,74128,251 Route des Marais,74250,84282013600013.0,false,Fillinges,1,,,,,,,,,,,,
CCAS de Corenc,1336,517129bc-38a1-4fd6-ad35-534888e6f17e,true,38516,18 AV DE LA CONDAMINE,38700,26381030100014.0,false,La Tronche,4,,,,,,,,,,,,
Association Détente et Loisirs,1337,e887cc91-727c-4d3a-9153-5d4d714be7cc,true,42071,3 RUE AUGUSTE GELIN,42120,77630354700017.0,false,Le Coteau,1,,,,,,,,,,,,
France services des Vallées de Thônes,1338,d4ba0a89-c393-428d-b1b0-a195c0cf5ed8,true,74160,14 rue Bienheureux Pierre Favre,74230,24740061700012.0,true,Manigod,3,37,788,3,,56,,,,22,,707,
RESIDENCE AUTONOMIE HENRI-HERMANT,1339,06eb7f6c-7b4b-4f54-b4c6-5b9c3b7701b3,true,62270,9 RUE PIERRE BACHELET,62460,26620270400026.0,false,Divion,1,,,,,,,,,,,,
Centre Provisoire d'Hébergement (CPH) Anizy-le-Grand,1340,61b1da36-61f8-40fd-aa3d-a41be5a1c879,true,02018,11 RUE CARNOT Appartement 8,02320,77568030903987.0,false,Anizy Le Grand,5,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE DE DIVION,1341,b34ae2c2-39ae-4aa4-99f7-35fbc701be84,true,62270,1 RUE PASTEUR,62460,26620270400018.0,false,Divion,1,,,,,,,,,,,,
FEDERATION DEPARTEMENTALE FAMILLES RURALES DU PAS-DE-CALAIS,1342,20dbfbfe-e09f-402c-a94f-bbc8992d97ae,true,62041,16 BD CARNOT,62000,44155494600018.0,false,Arras,1,4,60,36,,,,,1,,,,23
Mairie de Eswars,1343,1e1dc632-d077-48d2-b6a9-be95e95d922f,true,59422,PL DE LA MAIRIE,59161,21590216400015.0,false,Naves,1,,,,,,,,,,,,
Centre social Espace Fort,1344,2a717ad3-9895-493c-bcf4-ea8eb5d466e4,true,62193,2 B RUE D AJACCIO,62100,37965190400029.0,false,Calais,1,,,,,,,,,,,,
dispositif HRE,1345,1fa943ab-17a6-4b39-b8ab-d7086b90e905,true,02408,service HRE rue turgot BP 50159 02006 PPDC,02000,77568030902401.0,false,Laon,2,,,,,,,,,,,,
La Poste- France Services de Maubeuge Sous Le Bois,1346,2e2cbdbc-9ae3-4f2b-b0cf-a49755b2aa95,true,59392,32 rue de la Poste,59600,35600000025365.0,true,Maubeuge,1,,,,,,,,,,,,
ccas camon,1347,510f5fac-47a9-4fab-8f9f-b938b71c44c2,true,80164,26 PLACE  DU GENERAL LECLERC,80450,26800223500052.0,false,Camon,2,,,,,,,,,,,,
Mairie de Wallers-Arenberg,1348,23199fed-0300-46b3-9cde-ca4e04e3704b,true,59632,15 RUE MARCEL DANNA,59135,21590632200015.0,false,Wallers-Arenberg,2,,,,,,,,,,,,
SCAS FORT MARDYCK,1349,44e5a31f-2619-4a04-be49-16281b4a83c1,true,59183,7 RUE JEAN DECONINCK,59430,26590248600017.0,false,Dunkerque,5,30,159,1,,58,,,,20,12,54,14
Mairie HERZEELE,1350,3994733c-1055-4245-bd55-ccd7a8d7a158,true,59663,78 la place,59470,21590305500014.0,false,Herzeele,2,,,,,,,,,,,,
Espace France Services itinérant Senlis Sud Oise,1351,416f7a9d-d79b-45ab-b941-cd2b7d4d4d8b,true,60612,30 Avenue Eugène Gazeau,60300,20006697500018.0,true,Senlis,1,,,,,,,,,,,,
France Services Descartes,1352,031a2b71-ff16-4407-864b-91956fc9eacc,true,37115,"5, rue du Vieux Marché - La Maison de la Tour",37160,20007158700014.0,true,Descartes,2,,,,,,,,,,,,
France Services Ligueil,1353,73bca02e-61d3-45d2-8541-1d4b07a8aea5,true,37130,69 rue Aristide Briand,37240,20007158700014.0,true,Ligueil,6,1,,,,,,,,,,,
France Services Loches,1354,13d01d61-2c32-4b2a-af27-be3da13f8de8,true,37132,24 bis avenue de la liberté - Pôle social Simone Veil,37600,20007158700014.0,true,Loches,2,1,1,,,,,,,,1,,
Commune de Levroux,1355,58acf029-291f-4ddd-8a59-ad21e4dc291a,true,36093,10 PL DE L HOTEL DE VILLE,36110,20008220400013.0,false,Levroux,3,1,,,,,,,,,,,
Espace Multimédia SAINT-PATERNE-RACAN,1356,6804cb07-eb1f-4fe3-950b-6e91966fcc36,true,37231,10 rue des COTEAUX,37370,21370231900012.0,false,Saint-Paterne-Racan,2,,,,,,,,,,,,
Forum Europe,1357,b700d3ad-d51d-4cbb-9cb9-76d582a4e4b5,true,37261,17-21 rue de Tourcoing,37100,21370261600011.0,false,Tours,4,,,,,,,,,,,,
Maison France Services de Boulleret,1358,4a34f251-3213-44e4-957c-a431d4f9baf1,true,18125,Rue de la poste,18240,21180032100013.0,true,Lere,2,33,65,1,,4,,,9,16,11,24,
Communauté de Communes Terres du Haut Berry,1359,b33105ec-166f-4961-bbec-4c834c5a5a12,true,18003,31 B RTE DE RIANS,18220,20006633000016.0,false,Les Aix D Angillon,1,,,,,,,,,,,,
Appartements de coordination thérapeutique d'Eure-et-Loir,1360,f7ea009a-b911-4226-90a0-789727280975,true,28085,84 AV DU MARECHAL MAUNOURY,28000,77566008705301.0,false,Chartres,3,2,13,1,,1,,,,2,,,9
France Services Valençay,1361,f371daee-76d7-4081-8147-3609368c7baf,true,36107,Espace Gâtines 11 route Faverolles,36600,51954831700014.0,true,Lye,3,,,,,,,,,,,,
Espace emploi Moselle et Madon,1362,7661c27c-8cd7-49ea-ad06-7cc8bbe05a4f,true,54111,2 place des Tricoteries,54230,24540017100048.0,false,Chaligny,5,4,4,,,2,,,1,1,,,
FRANCE SERVICES ENNERY,1363,c3fd25c0-3248-4bd8-890d-2b33e44bbe3c,true,57193,2 place Robert Schuman,57365,35600000032768.0,true,Ennery,4,234,396,84,2,7,,,27,37,79,133,27
Association Familles Rurales du Pays de Colombey,1364,790178fb-dd96-45f7-a2d2-4afab5f491fc,true,54135,4 RUE RUE DE MONCEL,54170,42879627000042.0,false,Colombey-Les-Belles,4,2,3,,,2,,,,,,1,
commune de Taillancourt,1365,436ff401-813a-453c-bac9-faf644231110,true,55533,2 RUE DU PONT,55140,21550503300013.0,false,Vaucouleurs,0,,,,,,,,,,,,
France services MARIGNY LE CHATEL,1366,9d6027a9-c186-4bb0-b3fc-fe723188f27f,true,10339,4 BIS RUE DU GEORGES CLEMENCEAU,10350,24100048800015.0,true,St Flavy,2,30,,,,,,,,,,,
MAIRIE SAVIGNY SUR ARDRES,1367,df7782a8-9005-4082-8c6b-3b71eebb9d6f,true,51250,18 RUE PIERRIER DE SAVIGNY,51170,21510490200014.0,false,Fismes,1,,,,,,,,,,,,
Espace France Services de Rostrenen,1368,ad859dad-106f-4dcd-b15f-22704f05afc2,true,22266,6 RUE JOSEPH PENNEC,22110,21220266700110.0,true,Rostrenen,2,,,,,,,,,,,,
